MangaID,Title,Type,Volumes,Members,Score,Author,CoverMedium,CoverLarge
80091,"My Youth Romantic Comedy Is Wrong, As I Expected @comic",Manga,22,12578,8.24,Watari,https://cdn.myanimelist.net/images/manga/3/138503.jpg,https://cdn.myanimelist.net/images/manga/3/138503l.jpg
92252,Koimonogatari: Love Stories,Manga,NULL,16691,8.24,Tagura,https://cdn.myanimelist.net/images/manga/2/211855.webp,https://cdn.myanimelist.net/images/manga/2/211855l.webp
4571,Snow White with the Red Hair,Manga,NULL,75271,8.23,Akizuki,https://cdn.myanimelist.net/images/manga/2/258717.jpg,https://cdn.myanimelist.net/images/manga/2/258717l.jpg
18074,Getter Robo Saga,Manga,9,3034,8.23,Ishikawa,https://cdn.myanimelist.net/images/manga/2/272713.jpg,https://cdn.myanimelist.net/images/manga/2/272713l.jpg
62547,He does not have any friends.,Manga,16,33291,8.23,Sakura,https://cdn.myanimelist.net/images/manga/1/107515.jpg,https://cdn.myanimelist.net/images/manga/1/107515l.jpg
103063,"Tadaima, Okaeri",Manga,NULL,8248,8.23,Ichikawa,https://cdn.myanimelist.net/images/manga/2/189551.jpg,https://cdn.myanimelist.net/images/manga/2/189551l.jpg
146798,Semantic Error,Manhwa,NULL,11339,8.23,J. Soori,https://cdn.myanimelist.net/images/manga/1/259484.webp,https://cdn.myanimelist.net/images/manga/1/259484l.webp
112091,I Hear the Sunspot: Limit,Manga,3,9131,8.22,Fumino,https://cdn.myanimelist.net/images/manga/2/240673.jpg,https://cdn.myanimelist.net/images/manga/2/240673l.jpg
124470,"Re:ZERO -Starting Life in Another World-, Chapter 4: The Sanctuary and the Witch of Greed",Manga,NULL,6123,8.22,Atori,https://cdn.myanimelist.net/images/manga/2/227408.jpg,https://cdn.myanimelist.net/images/manga/2/227408l.jpg
151061,Debut or Die!,Manhwa,NULL,5577,8.22,Baek,https://cdn.myanimelist.net/images/manga/3/283354.jpg,https://cdn.myanimelist.net/images/manga/3/283354l.jpg
163116,The Stellar Swordmaster,Manhwa,NULL,26495,8.22,Q10,https://cdn.myanimelist.net/images/manga/2/289345.jpg,https://cdn.myanimelist.net/images/manga/2/289345l.jpg
1110,Happy Cafe,Manga,15,20887,8.22,Matsuzuki,https://cdn.myanimelist.net/images/manga/3/269706.jpg,https://cdn.myanimelist.net/images/manga/3/269706l.jpg
1320,The Ravages of Time,Manhua,NULL,17802,8.22,Chan,https://cdn.myanimelist.net/images/manga/4/75197.jpg,https://cdn.myanimelist.net/images/manga/4/75197l.jpg
1461,Sanctuary,Manga,12,38710,8.22,Ikegami,https://cdn.myanimelist.net/images/manga/1/170458.jpg,https://cdn.myanimelist.net/images/manga/1/170458l.jpg
1802,Cat Street,Manga,8,35871,8.22,Kamio,https://cdn.myanimelist.net/images/manga/2/176481.jpg,https://cdn.myanimelist.net/images/manga/2/176481l.jpg
3097,Twin Spica,Manga,16,7674,8.22,Yaginuma,https://cdn.myanimelist.net/images/manga/2/176749.jpg,https://cdn.myanimelist.net/images/manga/2/176749l.jpg
14531,GTO: 14 Days in Shonan,Manga,9,26602,8.22,Fujisawa,https://cdn.myanimelist.net/images/manga/3/257894.jpg,https://cdn.myanimelist.net/images/manga/3/257894l.jpg
17552,Non Non Biyori,Manga,16,13544,8.22,Atto,https://cdn.myanimelist.net/images/manga/2/57729.jpg,https://cdn.myanimelist.net/images/manga/2/57729l.jpg
76965,Higurashi no Naku Koro ni - Dai 1-wa: Onikakushi-hen,Light Novel,2,2744,8.22,Ryukishi07,https://cdn.myanimelist.net/images/manga/1/286726.jpg,https://cdn.myanimelist.net/images/manga/1/286726l.jpg
103701,Beastars,Manga,22,123574,8.22,Itagaki,https://cdn.myanimelist.net/images/manga/2/189832.jpg,https://cdn.myanimelist.net/images/manga/2/189832l.jpg
106204,The Witch and the Beast,Manga,10,24261,8.22,Satake,https://cdn.myanimelist.net/images/manga/1/200778.jpg,https://cdn.myanimelist.net/images/manga/1/200778l.jpg
510,Saiyuki Reload,Manga,10,9185,8.21,Minekura,https://cdn.myanimelist.net/images/manga/1/172702.jpg,https://cdn.myanimelist.net/images/manga/1/172702l.jpg
585,Wandering Son,Manga,15,32087,8.21,Shimura,https://cdn.myanimelist.net/images/manga/1/208988.jpg,https://cdn.myanimelist.net/images/manga/1/208988l.jpg
731,Eden: It's an Endless World!,Manga,18,70358,8.21,Endo,https://cdn.myanimelist.net/images/manga/2/63117.jpg,https://cdn.myanimelist.net/images/manga/2/63117l.jpg
3731,Solanin,Manga,2,136467,8.21,Asano,https://cdn.myanimelist.net/images/manga/2/179699.jpg,https://cdn.myanimelist.net/images/manga/2/179699l.jpg
7149,Toradora!,Light Novel,10,29403,8.21,Takemiya,https://cdn.myanimelist.net/images/manga/1/148447.jpg,https://cdn.myanimelist.net/images/manga/1/148447l.jpg
11593,Yuru Yuri,Manga,NULL,16944,8.21,Namori,https://cdn.myanimelist.net/images/manga/1/53997.jpg,https://cdn.myanimelist.net/images/manga/1/53997l.jpg
11850,Keishichou Tokuhanka 007,Manga,11,11978,8.21,Kaji,https://cdn.myanimelist.net/images/manga/2/191474.jpg,https://cdn.myanimelist.net/images/manga/2/191474l.jpg
15805,Dusk Maiden of Amnesia,Manga,10,51218,8.21,Maybe,https://cdn.myanimelist.net/images/manga/3/188846.jpg,https://cdn.myanimelist.net/images/manga/3/188846l.jpg
16593,Private Opinion: Banana Fish Another Story,Manga,1,5113,8.21,Yoshida,https://cdn.myanimelist.net/images/manga/2/202641.jpg,https://cdn.myanimelist.net/images/manga/2/202641l.jpg
24705,The Flowers of Evil,Manga,11,185512,8.21,Oshimi,https://cdn.myanimelist.net/images/manga/2/188918.jpg,https://cdn.myanimelist.net/images/manga/2/188918l.jpg
58027,Tsuredure Children,Manga,12,63025,8.21,Wakabayashi,https://cdn.myanimelist.net/images/manga/1/155605.jpg,https://cdn.myanimelist.net/images/manga/1/155605l.jpg
80375,My Brother's Husband,Manga,4,15427,8.21,Tagame,https://cdn.myanimelist.net/images/manga/2/158104.jpg,https://cdn.myanimelist.net/images/manga/2/158104l.jpg
108566,The Demon Girl Next Door,Manga,6,11378,8.21,Ito,https://cdn.myanimelist.net/images/manga/2/215892.jpg,https://cdn.myanimelist.net/images/manga/2/215892l.jpg
108696,Smile Down the Runway,Manga,22,19918,8.21,Inoya,https://cdn.myanimelist.net/images/manga/2/200705.jpg,https://cdn.myanimelist.net/images/manga/2/200705l.jpg
111211,Cheese in the Trap Season 4,Manhwa,7,10432,8.21,Soonkki,https://cdn.myanimelist.net/images/manga/2/204021.jpg,https://cdn.myanimelist.net/images/manga/2/204021l.jpg
111229,Don't Call It Mystery,Manga,NULL,13998,8.21,Tamura,https://cdn.myanimelist.net/images/manga/2/206107.webp,https://cdn.myanimelist.net/images/manga/2/206107l.webp
112318,Hell's Paradise: Jigokuraku,Manga,13,192595,8.21,Kaku,https://cdn.myanimelist.net/images/manga/2/208522.jpg,https://cdn.myanimelist.net/images/manga/2/208522l.jpg
121480,Call of the Night,Manga,20,118586,8.21,Kotoyama,https://cdn.myanimelist.net/images/manga/3/224212.jpg,https://cdn.myanimelist.net/images/manga/3/224212l.jpg
92,Sailor Moon,Manga,18,60736,8.19,Takeuchi,https://cdn.myanimelist.net/images/manga/4/260613.jpg,https://cdn.myanimelist.net/images/manga/4/260613l.jpg
3008,JoJo's Bizarre Adventure Part 5: Golden Wind,Manga,17,122314,8.19,Araki,https://cdn.myanimelist.net/images/manga/1/269912.jpg,https://cdn.myanimelist.net/images/manga/1/269912l.jpg
3715,The One,Manhua,18,23694,8.19,Lee,https://cdn.myanimelist.net/images/manga/3/16312.jpg,https://cdn.myanimelist.net/images/manga/3/16312l.jpg
10443,Bakuon Rettou,Manga,18,17084,8.19,Takahashi,https://cdn.myanimelist.net/images/manga/3/173111.jpg,https://cdn.myanimelist.net/images/manga/3/173111l.jpg
112245,Navillera: Like a Butterfly,Manhwa,5,5913,8.19,Hun,https://cdn.myanimelist.net/images/manga/1/206101.webp,https://cdn.myanimelist.net/images/manga/1/206101l.webp
118646,Why Raeliana Ended Up at the Duke's Mansion,Manhwa,9,49910,8.19,Milcha,https://cdn.myanimelist.net/images/manga/1/275996.webp,https://cdn.myanimelist.net/images/manga/1/275996l.webp
149090,Trapped,Manhwa,NULL,9248,8.19,Haemuri,https://cdn.myanimelist.net/images/manga/2/265222.webp,https://cdn.myanimelist.net/images/manga/2/265222l.webp
162043,The Crown Princess Scandal,Manhwa,NULL,2969,8.19,Jeonghyeon,https://cdn.myanimelist.net/images/manga/1/287356.jpg,https://cdn.myanimelist.net/images/manga/1/287356l.jpg
113138,Jujutsu Kaisen,Manga,30,513395,8.18,Akutami,https://cdn.myanimelist.net/images/manga/3/210341.jpg,https://cdn.myanimelist.net/images/manga/3/210341l.jpg
114787,Shin High School DxD,Light Novel,NULL,5412,8.18,Ishibumi,https://cdn.myanimelist.net/images/manga/3/210424.jpg,https://cdn.myanimelist.net/images/manga/3/210424l.jpg
116479,Shinsekai yori,Novel,2,3377,8.18,Kishi,https://cdn.myanimelist.net/images/manga/1/248692.jpg,https://cdn.myanimelist.net/images/manga/1/248692l.jpg
123435,Ascendance of a Bookworm: I'll do Anything to Become a Librarian! - Royal Academy Stories,Light Novel,1,1583,8.18,Shiina,https://cdn.myanimelist.net/images/manga/3/277464.jpg,https://cdn.myanimelist.net/images/manga/3/277464l.jpg
132505,7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,Light Novel,NULL,4519,8.18,Hachipisuwan,https://cdn.myanimelist.net/images/manga/1/241432.jpg,https://cdn.myanimelist.net/images/manga/1/241432l.jpg
132962,Until I Meet My Husband,Manga,1,9301,8.18,Tsukizuki,https://cdn.myanimelist.net/images/manga/1/243238.jpg,https://cdn.myanimelist.net/images/manga/1/243238l.jpg
138407,"The Tunnel to Summer, the Exit of Goodbyes: Ultramarine",Manga,4,6533,8.18,Koudon,https://cdn.myanimelist.net/images/manga/2/247760.jpg,https://cdn.myanimelist.net/images/manga/2/247760l.jpg
148245,Killer Crush,Manhwa,5,4109,8.18,Eresemo,https://cdn.myanimelist.net/images/manga/2/299703.webp,https://cdn.myanimelist.net/images/manga/2/299703l.webp
53,Yu Yu Hakusho,Manga,19,79317,8.18,Togashi,https://cdn.myanimelist.net/images/manga/3/250027.webp,https://cdn.myanimelist.net/images/manga/3/250027l.webp
770,Battle Angel Alita: Last Order,Manga,19,27404,8.18,Kishiro,https://cdn.myanimelist.net/images/manga/3/274912.jpg,https://cdn.myanimelist.net/images/manga/3/274912l.jpg
1297,Iryuu: Team Medical Dragon,Manga,25,14454,8.18,Nagai,https://cdn.myanimelist.net/images/manga/2/197743.jpg,https://cdn.myanimelist.net/images/manga/2/197743l.jpg
8557,Kimi to Boku.,Manga,17,12322,8.18,Hotta,https://cdn.myanimelist.net/images/manga/5/112375.jpg,https://cdn.myanimelist.net/images/manga/5/112375l.jpg
25409,High School DxD,Light Novel,25,36603,8.18,Ishibumi,https://cdn.myanimelist.net/images/manga/1/203327.jpg,https://cdn.myanimelist.net/images/manga/1/203327l.jpg
27231,Daytime Shooting Star,Manga,12,97640,8.18,Yamamori,https://cdn.myanimelist.net/images/manga/5/261725.webp,https://cdn.myanimelist.net/images/manga/5/261725l.webp
45885,No.6 Beyond,Novel,1,5366,8.18,Asano,https://cdn.myanimelist.net/images/manga/1/81189.webp,https://cdn.myanimelist.net/images/manga/1/81189l.webp
688,Maison Ikkoku,Manga,15,20936,8.17,Takahashi,https://cdn.myanimelist.net/images/manga/1/71227.jpg,https://cdn.myanimelist.net/images/manga/1/71227l.jpg
1695,Message to Adolf,Manga,4,27063,8.17,Tezuka,https://cdn.myanimelist.net/images/manga/2/258872.jpg,https://cdn.myanimelist.net/images/manga/2/258872l.jpg
4423,Oooku: The Inner Chambers,Manga,19,13471,8.17,Yoshinaga,https://cdn.myanimelist.net/images/manga/1/284375.webp,https://cdn.myanimelist.net/images/manga/1/284375l.webp
30315,Last Game,Manga,11,105254,8.17,Amano,https://cdn.myanimelist.net/images/manga/3/258207.webp,https://cdn.myanimelist.net/images/manga/3/258207l.webp
34127,The Irregular at Magic High School,Light Novel,32,31649,8.17,Satou,https://cdn.myanimelist.net/images/manga/1/62151.jpg,https://cdn.myanimelist.net/images/manga/1/62151l.jpg
35171,"See, Hear, Love",Manhwa,6,20329,8.17,Go,https://cdn.myanimelist.net/images/manga/1/268900.jpg,https://cdn.myanimelist.net/images/manga/1/268900l.jpg
35733,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Manga,3,17365,8.17,Izumi,https://cdn.myanimelist.net/images/manga/2/208751.jpg,https://cdn.myanimelist.net/images/manga/2/208751l.jpg
67401,The Morose Mononokean,Manga,18,14404,8.17,Wazawa,https://cdn.myanimelist.net/images/manga/3/130743.webp,https://cdn.myanimelist.net/images/manga/3/130743l.webp
111745,Heavenly Delusion,Manga,NULL,46163,8.17,Ishiguro,https://cdn.myanimelist.net/images/manga/2/210308.jpg,https://cdn.myanimelist.net/images/manga/2/210308l.jpg
184868,The Hunter's Gonna Lay Low,Manhwa,NULL,2291,8.17,Ligong,https://cdn.myanimelist.net/images/manga/2/342063.jpg,https://cdn.myanimelist.net/images/manga/2/342063l.jpg
112589,Fly Me to the Moon,Manga,NULL,94382,8.16,Hata,https://cdn.myanimelist.net/images/manga/3/209955.jpg,https://cdn.myanimelist.net/images/manga/3/209955l.jpg
112694,Wonder Cat Kyuu-chan,Manga,8,9617,8.16,Nitori,https://cdn.myanimelist.net/images/manga/3/220129.jpg,https://cdn.myanimelist.net/images/manga/3/220129l.jpg
117840,Sweat and Soap,Manga,11,51438,8.16,Yamada,https://cdn.myanimelist.net/images/manga/3/271450.jpg,https://cdn.myanimelist.net/images/manga/3/271450l.jpg
144180,Gachiakuta,Manga,NULL,104506,8.16,Urana,https://cdn.myanimelist.net/images/manga/1/259583.jpg,https://cdn.myanimelist.net/images/manga/1/259583l.jpg
705,Lunar Legend Tsukihime,Manga,10,45730,8.16,Type-Moon,https://cdn.myanimelist.net/images/manga/2/253328.webp,https://cdn.myanimelist.net/images/manga/2/253328l.webp
1982,Koori no Mamono no Monogatari,Manga,24,4748,8.16,Sugiura,https://cdn.myanimelist.net/images/manga/3/169567.jpg,https://cdn.myanimelist.net/images/manga/3/169567l.jpg
8070,Sengoku Youko,Manga,17,21511,8.16,Mizukami,https://cdn.myanimelist.net/images/manga/3/260807.webp,https://cdn.myanimelist.net/images/manga/3/260807l.webp
8144,Sora no Otoshimono,Manga,20,46641,8.16,Minazuki,https://cdn.myanimelist.net/images/manga/2/188988.webp,https://cdn.myanimelist.net/images/manga/2/188988l.webp
41865,JoJo's Bizarre Adventure: Purple Smoke Distortion,Light Novel,1,16059,8.16,Araki,https://cdn.myanimelist.net/images/manga/1/270479.jpg,https://cdn.myanimelist.net/images/manga/1/270479l.jpg
43913,Feng Shen Ji,Manhua,NULL,28939,8.16,Deng,https://cdn.myanimelist.net/images/manga/2/177765.jpg,https://cdn.myanimelist.net/images/manga/2/177765l.jpg
58007,Attack on Titan: No Regrets,Manga,2,55412,8.16,Suruga,https://cdn.myanimelist.net/images/manga/1/121101.webp,https://cdn.myanimelist.net/images/manga/1/121101l.webp
77637,Helck,Manga,12,45522,8.16,Nanao,https://cdn.myanimelist.net/images/manga/3/138699.jpg,https://cdn.myanimelist.net/images/manga/3/138699l.jpg
102703,Doukyuusei: Gold Ring & Silver Ring,Manga,1,9972,8.16,Nakamura,https://cdn.myanimelist.net/images/manga/2/192985.jpg,https://cdn.myanimelist.net/images/manga/2/192985l.jpg
17,Kare Kano: His and Her Circumstances,Manga,21,42031,8.15,Tsuda,https://cdn.myanimelist.net/images/manga/1/267780.webp,https://cdn.myanimelist.net/images/manga/1/267780l.webp
436,Uzumaki: Spiral into Horror,Manga,3,253698,8.15,Itou,https://cdn.myanimelist.net/images/manga/3/185972.jpg,https://cdn.myanimelist.net/images/manga/3/185972l.jpg
661,"Sayonara, Zetsubou-Sensei",Manga,30,34361,8.15,Kumeta,https://cdn.myanimelist.net/images/manga/3/156519.webp,https://cdn.myanimelist.net/images/manga/3/156519l.webp
729,Emma,Manga,10,32109,8.15,Mori,https://cdn.myanimelist.net/images/manga/1/161059.jpg,https://cdn.myanimelist.net/images/manga/1/161059l.jpg
929,Fushigi Yugi: Genbu Kaiden,Manga,12,13681,8.15,Watase,https://cdn.myanimelist.net/images/manga/2/269289.jpg,https://cdn.myanimelist.net/images/manga/2/269289l.jpg
10865,Touhou Shinigami: Meteor Methuselah Gaiden,Manga,1,6404,8.15,Ozaki,https://cdn.myanimelist.net/images/manga/3/14629.jpg,https://cdn.myanimelist.net/images/manga/3/14629l.jpg
20242,Binbougami ga!,Manga,16,21074,8.15,Sukeno,https://cdn.myanimelist.net/images/manga/2/253086.webp,https://cdn.myanimelist.net/images/manga/2/253086l.webp
21054,Touhou Ibara Kasen: Wild and Horned Hermit.,Manga,10,9101,8.15,ZUN,https://cdn.myanimelist.net/images/manga/3/149288.jpg,https://cdn.myanimelist.net/images/manga/3/149288l.jpg
21467,Stargazing Dog,Manga,1,22473,8.15,Murakami,https://cdn.myanimelist.net/images/manga/2/207064.webp,https://cdn.myanimelist.net/images/manga/2/207064l.webp
33297,Ao Haru Ride,Light Novel,6,26950,8.15,Sakisaka,https://cdn.myanimelist.net/images/manga/2/181438.webp,https://cdn.myanimelist.net/images/manga/2/181438l.webp
63535,Sweetness and Lightning,Manga,12,27958,8.15,Amagakure,https://cdn.myanimelist.net/images/manga/3/188833.webp,https://cdn.myanimelist.net/images/manga/3/188833l.webp
84255,I Hear the Sunspot,Manga,1,36250,8.15,Fumino,https://cdn.myanimelist.net/images/manga/1/186753.webp,https://cdn.myanimelist.net/images/manga/1/186753l.webp
85773,Fate/stay night: Garden of Avalon,Light Novel,1,5064,8.15,Nasu,https://cdn.myanimelist.net/images/manga/1/298135.jpg,https://cdn.myanimelist.net/images/manga/1/298135l.jpg
89960,"Re:ZERO -Starting Life in Another World-, Chapter 3: Truth of Zero",Manga,11,13830,8.15,Matsuse,https://cdn.myanimelist.net/images/manga/3/188948.webp,https://cdn.myanimelist.net/images/manga/3/188948l.webp
113163,Bungo Stray Dogs: Dead Apple,Manga,4,8721,8.15,Ganjii,https://cdn.myanimelist.net/images/manga/1/208101.jpg,https://cdn.myanimelist.net/images/manga/1/208101l.jpg
120875,Your Letter,Manhwa,1,15922,8.15,Cho,https://cdn.myanimelist.net/images/manga/2/222246.webp,https://cdn.myanimelist.net/images/manga/2/222246l.webp
125052,My Love Story with Yamada-kun at Lv999,Manga,NULL,68873,8.15,Mashiro,https://cdn.myanimelist.net/images/manga/2/228144.webp,https://cdn.myanimelist.net/images/manga/2/228144l.webp
127332,Heesu in Class 2,Manhwa,4,8308,8.15,Lily,https://cdn.myanimelist.net/images/manga/3/239496.webp,https://cdn.myanimelist.net/images/manga/3/239496l.webp
134612,Mystical,Manhwa,5,4462,8.15,VAN.J,https://cdn.myanimelist.net/images/manga/2/244674.webp,https://cdn.myanimelist.net/images/manga/2/244674l.webp
148467,Smoking Behind the Supermarket with You,Manga,NULL,66140,8.15,Jinushi,https://cdn.myanimelist.net/images/manga/3/267255.jpg,https://cdn.myanimelist.net/images/manga/3/267255l.jpg
167099,They Are Still Being Shaken This Morning,Manga,NULL,17228,8.15,Masuda,https://cdn.myanimelist.net/images/manga/2/310988.jpg,https://cdn.myanimelist.net/images/manga/2/310988l.jpg
171320,"Shuu ni Ichido Classmate wo Kau Hanashi: Futari no Jikan, Iiwake no 5000-en",Light Novel,NULL,1376,8.15,U35,https://cdn.myanimelist.net/images/manga/2/304545.webp,https://cdn.myanimelist.net/images/manga/2/304545l.webp
113671,Winter Woods,Manhwa,7,10894,8.14,Cosmos,https://cdn.myanimelist.net/images/manga/3/208547.jpg,https://cdn.myanimelist.net/images/manga/3/208547l.jpg
120318,Witch of Mine,Manhwa,4,9129,8.14,Heyoon,https://cdn.myanimelist.net/images/manga/3/228265.webp,https://cdn.myanimelist.net/images/manga/3/228265l.webp
134341,Alya Sometimes Hides Her Feelings in Russian,Light Novel,NULL,21677,8.14,Momoco,https://cdn.myanimelist.net/images/manga/3/241840.jpg,https://cdn.myanimelist.net/images/manga/3/241840l.jpg
147276,Surviving Romance,Manhwa,7,11959,8.14,Lee,https://cdn.myanimelist.net/images/manga/2/270717.jpg,https://cdn.myanimelist.net/images/manga/2/270717l.jpg
147454,Roxana,Manhwa,NULL,17347,8.14,Kin,https://cdn.myanimelist.net/images/manga/2/261513.webp,https://cdn.myanimelist.net/images/manga/2/261513l.webp
187875,The Dawn to Come,Manhwa,5,3489,8.14,Woo,https://cdn.myanimelist.net/images/manga/2/336359.jpg,https://cdn.myanimelist.net/images/manga/2/336359l.jpg
635,Godchild,Manga,8,21334,8.14,Yuki,https://cdn.myanimelist.net/images/manga/1/257890.webp,https://cdn.myanimelist.net/images/manga/1/257890l.webp
792,City Hunter,Manga,35,18708,8.14,Hojo,https://cdn.myanimelist.net/images/manga/5/272237.jpg,https://cdn.myanimelist.net/images/manga/5/272237l.jpg
1076,Vagrant Soldier Ares,Manhwa,26,17393,8.14,Ryu,https://cdn.myanimelist.net/images/manga/2/129069.webp,https://cdn.myanimelist.net/images/manga/2/129069l.webp
1365,Kaze to Ki no Uta,Manga,17,11689,8.14,Takemiya,https://cdn.myanimelist.net/images/manga/2/271373.jpg,https://cdn.myanimelist.net/images/manga/2/271373l.jpg
1630,JoJo's Bizarre Adventure Part 2: Battle Tendency,Manga,7,118273,8.14,Araki,https://cdn.myanimelist.net/images/manga/2/269908.jpg,https://cdn.myanimelist.net/images/manga/2/269908l.jpg
8300,Baby Steps,Manga,47,28028,8.14,Katsuki,https://cdn.myanimelist.net/images/manga/2/202589.webp,https://cdn.myanimelist.net/images/manga/2/202589l.webp
10978,Major,Manga,78,8154,8.14,Mitsuda,https://cdn.myanimelist.net/images/manga/1/303736.jpg,https://cdn.myanimelist.net/images/manga/1/303736l.jpg
26769,The Kawai Complex Guide to Manors and Hostel Behavior,Manga,11,46763,8.14,Miyahara,https://cdn.myanimelist.net/images/manga/1/204982.jpg,https://cdn.myanimelist.net/images/manga/1/204982l.jpg
96573,Something About Us,Manhwa,5,30960,8.14,Lee,https://cdn.myanimelist.net/images/manga/3/189603.webp,https://cdn.myanimelist.net/images/manga/3/189603l.webp
100128,The Promised Neverland,Manga,20,336873,8.14,Demizu,https://cdn.myanimelist.net/images/manga/3/186922.webp,https://cdn.myanimelist.net/images/manga/3/186922l.webp
1033,Let Dai,Manhwa,15,10670,8.13,Won,https://cdn.myanimelist.net/images/manga/3/261172.webp,https://cdn.myanimelist.net/images/manga/3/261172l.webp
36933,My Love Story!!,Manga,14,38165,8.13,Kawahara,https://cdn.myanimelist.net/images/manga/3/180382.webp,https://cdn.myanimelist.net/images/manga/3/180382l.webp
45947,Nukozuke!,Manga,NULL,11502,8.13,Yugi,https://cdn.myanimelist.net/images/manga/1/189388.jpg,https://cdn.myanimelist.net/images/manga/1/189388l.jpg
80841,Hakumei and Mikochi,Manga,NULL,10407,8.13,Kashiki,https://cdn.myanimelist.net/images/manga/3/140571.jpg,https://cdn.myanimelist.net/images/manga/3/140571l.jpg
118625,Whisper Me a Love Song,Manga,NULL,43338,8.13,Takeshima,https://cdn.myanimelist.net/images/manga/1/219489.jpg,https://cdn.myanimelist.net/images/manga/1/219489l.jpg
142170,The Mimosa Confessions,Light Novel,5,2349,8.13,Hachimoku,https://cdn.myanimelist.net/images/manga/2/252846.jpg,https://cdn.myanimelist.net/images/manga/2/252846l.jpg
147582,Our Secret Alliance,Manhwa,5,8486,8.13,Kenyam,https://cdn.myanimelist.net/images/manga/3/297993.jpg,https://cdn.myanimelist.net/images/manga/3/297993l.jpg
163882,Spacewalking with You,Manga,NULL,5252,8.13,Doronoda,https://cdn.myanimelist.net/images/manga/2/292440.webp,https://cdn.myanimelist.net/images/manga/2/292440l.webp
121303,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,Manga,NULL,11560,8.12,Toyota,https://cdn.myanimelist.net/images/manga/2/220978.jpg,https://cdn.myanimelist.net/images/manga/2/220978l.jpg
130832,Your Throne,Manhwa,NULL,29496,8.12,SAM,https://cdn.myanimelist.net/images/manga/1/236523.webp,https://cdn.myanimelist.net/images/manga/1/236523l.webp
142799,How I Attended an All-Guy's Mixer,Manga,NULL,9019,8.12,Aokawa,https://cdn.myanimelist.net/images/manga/3/254144.jpg,https://cdn.myanimelist.net/images/manga/3/254144l.jpg
144034,Akane-banashi,Manga,NULL,38211,8.12,Moue,https://cdn.myanimelist.net/images/manga/3/261832.jpg,https://cdn.myanimelist.net/images/manga/3/261832l.jpg
153158,Home Office Romance,Manga,1,23852,8.12,Yamada,https://cdn.myanimelist.net/images/manga/3/282072.jpg,https://cdn.myanimelist.net/images/manga/3/282072l.jpg
157571,Muse on Fame,Manhwa,NULL,3774,8.12,Sujin,https://cdn.myanimelist.net/images/manga/2/279732.jpg,https://cdn.myanimelist.net/images/manga/2/279732l.jpg
20,Hikaru no Go,Manga,23,50181,8.12,Obata,https://cdn.myanimelist.net/images/manga/2/170574.webp,https://cdn.myanimelist.net/images/manga/2/170574l.webp
27,X,Manga,18,29219,8.12,CLAMP,https://cdn.myanimelist.net/images/manga/2/267781.webp,https://cdn.myanimelist.net/images/manga/2/267781l.webp
338,Chrno Crusade,Manga,8,30565,8.12,Moriyama,https://cdn.myanimelist.net/images/manga/2/178875.jpg,https://cdn.myanimelist.net/images/manga/2/178875l.jpg
339,Cromartie High School,Manga,17,15568,8.12,Nonaka,https://cdn.myanimelist.net/images/manga/3/265952.jpg,https://cdn.myanimelist.net/images/manga/3/265952l.jpg
463,Welcome to the N.H.K.,Manga,8,64769,8.12,Ooiwa,https://cdn.myanimelist.net/images/manga/1/172691.jpg,https://cdn.myanimelist.net/images/manga/1/172691l.jpg
3574,Tobaku Datenroku Kaiji,Manga,13,14882,8.12,Fukumoto,https://cdn.myanimelist.net/images/manga/3/72221.webp,https://cdn.myanimelist.net/images/manga/3/72221l.webp
7760,Hanma Baki,Manga,37,28162,8.12,Itagaki,https://cdn.myanimelist.net/images/manga/2/159342.webp,https://cdn.myanimelist.net/images/manga/2/159342l.webp
10010,Beelzebub,Manga,28,121535,8.12,Tamura,https://cdn.myanimelist.net/images/manga/3/188942.webp,https://cdn.myanimelist.net/images/manga/3/188942l.webp
10892,Full Metal Panic!,Light Novel,12,10197,8.12,Gatou,https://cdn.myanimelist.net/images/manga/3/166159.jpg,https://cdn.myanimelist.net/images/manga/3/166159l.jpg
24294,Ao Haru Ride,Manga,13,206445,8.12,Sakisaka,https://cdn.myanimelist.net/images/manga/2/256907.jpg,https://cdn.myanimelist.net/images/manga/2/256907l.jpg
44523,Forbidden Scrollery,Manga,7,9163,8.12,ZUN,https://cdn.myanimelist.net/images/manga/2/198717.jpg,https://cdn.myanimelist.net/images/manga/2/198717l.jpg
48025,Magi: The Adventures of Sinbad,Manga,19,38688,8.12,Ohtaka,https://cdn.myanimelist.net/images/manga/3/209406.jpg,https://cdn.myanimelist.net/images/manga/3/209406l.jpg
59519,Be Blues! Ao ni Nare,Manga,49,8452,8.12,Tanaka,https://cdn.myanimelist.net/images/manga/1/105053.jpg,https://cdn.myanimelist.net/images/manga/1/105053l.jpg
90810,Nogi Wakaba wa Yuusha de Aru,Light Novel,2,5180,8.12,BUNBUN,https://cdn.myanimelist.net/images/manga/1/194780.webp,https://cdn.myanimelist.net/images/manga/1/194780l.webp
99969,My Lesbian Experience with Loneliness,Manga,1,59353,8.12,Nagata,https://cdn.myanimelist.net/images/manga/2/180846.webp,https://cdn.myanimelist.net/images/manga/2/180846l.webp
