MangaID,Title,Type,Volumes,Members,Score,Author,CoverMedium,CoverLarge
674,Majin Tantei Nougami Neuro,Manga,23,21840,8.11,Matsui,https://cdn.myanimelist.net/images/manga/1/186638.jpg,https://cdn.myanimelist.net/images/manga/1/186638l.jpg
908,Soul Eater,Manga,25,213477,8.11,Ookubo,https://cdn.myanimelist.net/images/manga/1/159808.jpg,https://cdn.myanimelist.net/images/manga/1/159808l.jpg
1101,Akumetsu,Manga,18,73070,8.11,Tabata,https://cdn.myanimelist.net/images/manga/2/183734.jpg,https://cdn.myanimelist.net/images/manga/2/183734l.jpg
1258,Higurashi WHEN THEY CRY: Cotton Drifting Arc,Manga,2,20335,8.11,Houjou,https://cdn.myanimelist.net/images/manga/1/259983.jpg,https://cdn.myanimelist.net/images/manga/1/259983l.jpg
3403,Rosario+Vampire: Season II,Manga,14,71317,8.11,Ikeda,https://cdn.myanimelist.net/images/manga/1/270596.webp,https://cdn.myanimelist.net/images/manga/1/270596l.webp
7010,NG Life,Manga,9,12866,8.11,Kusanagi,https://cdn.myanimelist.net/images/manga/1/259253.jpg,https://cdn.myanimelist.net/images/manga/1/259253l.jpg
7749,Oresama Teacher,Manga,29,40532,8.11,Tsubaki,https://cdn.myanimelist.net/images/manga/3/269703.jpg,https://cdn.myanimelist.net/images/manga/3/269703l.jpg
21784,Dai Densetsu no Yuusha no Densetsu,Light Novel,18,3463,8.11,Kagami,https://cdn.myanimelist.net/images/manga/3/126791.webp,https://cdn.myanimelist.net/images/manga/3/126791l.webp
26201,When Hikaru was on the earth,Light Novel,10,5888,8.11,Nomura,https://cdn.myanimelist.net/images/manga/2/145411.jpg,https://cdn.myanimelist.net/images/manga/2/145411l.jpg
62671,Puella Magi Madoka★Magica: The Movie - Rebellion,Manga,3,9046,8.11,Magica Quartet,https://cdn.myanimelist.net/images/manga/3/107535.jpg,https://cdn.myanimelist.net/images/manga/3/107535l.jpg
107417,Cheese in the Trap Season 2,Manhwa,9,12013,8.11,Soonkki,https://cdn.myanimelist.net/images/manga/2/197138.jpg,https://cdn.myanimelist.net/images/manga/2/197138l.jpg
107948,My Solo Exchange Diary,Manga,2,20902,8.11,Nagata,https://cdn.myanimelist.net/images/manga/1/203497.webp,https://cdn.myanimelist.net/images/manga/1/203497l.webp
114793,Rojica & Rakkasei,Manga,3,8864,8.11,Kinome,https://cdn.myanimelist.net/images/manga/2/250608.jpg,https://cdn.myanimelist.net/images/manga/2/250608l.jpg
130934,The Angel Next Door Spoils Me Rotten,Manga,NULL,22498,8.11,Saeki-san,https://cdn.myanimelist.net/images/manga/2/265701.jpg,https://cdn.myanimelist.net/images/manga/2/265701l.jpg
159130,Nick to Lever,Manga,3,4323,8.11,Miyata,https://cdn.myanimelist.net/images/manga/1/282286.jpg,https://cdn.myanimelist.net/images/manga/1/282286l.jpg
112090,I Hear the Sunspot: Theory of Happiness,Manga,1,8989,8.1,Fumino,https://cdn.myanimelist.net/images/manga/2/240672.webp,https://cdn.myanimelist.net/images/manga/2/240672l.webp
133081,Wind Breaker,Manga,NULL,33714,8.1,Nii,https://cdn.myanimelist.net/images/manga/1/244074.jpg,https://cdn.myanimelist.net/images/manga/1/244074l.jpg
140831,Tamon's B-Side,Manga,NULL,12138,8.1,Shiwasu,https://cdn.myanimelist.net/images/manga/2/256420.jpg,https://cdn.myanimelist.net/images/manga/2/256420l.jpg
147863,Nano Machine,Manhwa,NULL,43415,8.1,Hanjung Wolya,https://cdn.myanimelist.net/images/manga/1/312579.jpg,https://cdn.myanimelist.net/images/manga/1/312579l.jpg
163025,Love in the Palm of His Hand,Manga,NULL,2515,8.1,Rin,https://cdn.myanimelist.net/images/manga/1/294761.jpg,https://cdn.myanimelist.net/images/manga/1/294761l.jpg
163232,Tower Dungeon,Manga,NULL,26044,8.1,Nihei,https://cdn.myanimelist.net/images/manga/3/296439.jpg,https://cdn.myanimelist.net/images/manga/3/296439l.jpg
174559,The Regressed Mercenary Has a Plan,Manhwa,NULL,18242,8.1,Park,https://cdn.myanimelist.net/images/manga/1/312036.jpg,https://cdn.myanimelist.net/images/manga/1/312036l.jpg
47,Reborn!,Manga,42,130415,8.1,Amano,https://cdn.myanimelist.net/images/manga/2/253085.jpg,https://cdn.myanimelist.net/images/manga/2/253085l.jpg
872,JoJo's Bizarre Adventure Part 3: Stardust Crusaders,Manga,16,108319,8.1,Araki,https://cdn.myanimelist.net/images/manga/3/269909.webp,https://cdn.myanimelist.net/images/manga/3/269909l.webp
928,Pokémon Adventures,Manga,NULL,55660,8.1,Kusaka,https://cdn.myanimelist.net/images/manga/2/265951.webp,https://cdn.myanimelist.net/images/manga/2/265951l.webp
1257,Higurashi WHEN THEY CRY: Abducted by Demons Arc,Manga,2,29303,8.1,Suzuragi,https://cdn.myanimelist.net/images/manga/2/259982.jpg,https://cdn.myanimelist.net/images/manga/2/259982l.jpg
9296,Seven Days: Monday–Sunday,Manga,2,58775,8.1,Takarai,https://cdn.myanimelist.net/images/manga/3/270524.webp,https://cdn.myanimelist.net/images/manga/3/270524l.webp
10447,Getter Robo Go,Manga,7,4857,8.1,Ishikawa,https://cdn.myanimelist.net/images/manga/1/272711.jpg,https://cdn.myanimelist.net/images/manga/1/272711l.jpg
11243,In This Corner of the World,Manga,3,10350,8.1,Kouno,https://cdn.myanimelist.net/images/manga/3/45441.jpg,https://cdn.myanimelist.net/images/manga/3/45441l.jpg
11652,Kuroko's Basketball,Manga,30,80610,8.1,Fujimaki,https://cdn.myanimelist.net/images/manga/2/244299.jpg,https://cdn.myanimelist.net/images/manga/2/244299l.jpg
20554,Kocchi Muite! Miiko,Manga,NULL,1643,8.1,Ono,https://cdn.myanimelist.net/images/manga/2/255795.jpg,https://cdn.myanimelist.net/images/manga/2/255795l.jpg
41435,K: Memory of Red,Manga,3,11680,8.1,Kuroe,https://cdn.myanimelist.net/images/manga/5/80003.webp,https://cdn.myanimelist.net/images/manga/5/80003l.webp
61097,Requiem of the Rose King,Manga,17,22262,8.1,Kanno,https://cdn.myanimelist.net/images/manga/1/262927.webp,https://cdn.myanimelist.net/images/manga/1/262927l.webp
96792,Demon Slayer: Kimetsu no Yaiba,Manga,23,500401,8.1,Gotouge,https://cdn.myanimelist.net/images/manga/3/179023.webp,https://cdn.myanimelist.net/images/manga/3/179023l.webp
393,The Kindaichi Case Files,Manga,27,8059,8.09,Kibayashi,https://cdn.myanimelist.net/images/manga/2/84823.jpg,https://cdn.myanimelist.net/images/manga/2/84823l.jpg
988,Shijou Saikyou no Deshi Kenichi,Manga,61,73729,8.09,Matsuena,https://cdn.myanimelist.net/images/manga/2/169883.jpg,https://cdn.myanimelist.net/images/manga/2/169883l.jpg
1149,Fist of the North Star,Manga,27,51832,8.09,Hara,https://cdn.myanimelist.net/images/manga/3/258755.jpg,https://cdn.myanimelist.net/images/manga/3/258755l.jpg
4945,Silver Fang: The Shooting Star Gin,Manga,18,5104,8.09,Takahashi,https://cdn.myanimelist.net/images/manga/2/264859.jpg,https://cdn.myanimelist.net/images/manga/2/264859l.jpg
13702,My Little Monster,Manga,13,116707,8.09,Robico,https://cdn.myanimelist.net/images/manga/2/59207.webp,https://cdn.myanimelist.net/images/manga/2/59207l.webp
15104,Kingdom Hearts 358/2 Days,Manga,5,12654,8.09,Amano,https://cdn.myanimelist.net/images/manga/2/115491.webp,https://cdn.myanimelist.net/images/manga/2/115491l.webp
19709,Gabai: Saga no Gabai Baachan,Manga,11,2954,8.09,Shimada,https://cdn.myanimelist.net/images/manga/1/196045.jpg,https://cdn.myanimelist.net/images/manga/1/196045l.jpg
24457,Puella Magi Madoka★Magica,Manga,3,44225,8.09,Magica Quartet,https://cdn.myanimelist.net/images/manga/2/260243.jpg,https://cdn.myanimelist.net/images/manga/2/260243l.jpg
26178,Laughing Under the Clouds,Manga,6,24753,8.09,Karakara,https://cdn.myanimelist.net/images/manga/1/254936.jpg,https://cdn.myanimelist.net/images/manga/1/254936l.jpg
27029,Ouran Koukou Host Club University Special,Manga,NULL,8036,8.09,Hatori,https://cdn.myanimelist.net/images/manga/2/268902.jpg,https://cdn.myanimelist.net/images/manga/2/268902l.jpg
29983,Noblesse,Manhwa,NULL,115232,8.09,Son,https://cdn.myanimelist.net/images/manga/2/266261.jpg,https://cdn.myanimelist.net/images/manga/2/266261l.jpg
78537,Teasing Master Takagi-san,Manga,20,85239,8.09,Yamamoto,https://cdn.myanimelist.net/images/manga/3/136045.webp,https://cdn.myanimelist.net/images/manga/3/136045l.webp
108187,Karakai Jouzu no (Moto) Takagi-san,Manga,23,50031,8.09,Inaba,https://cdn.myanimelist.net/images/manga/2/204600.webp,https://cdn.myanimelist.net/images/manga/2/204600l.webp
112922,The Way of the Househusband,Manga,NULL,136513,8.09,Oono,https://cdn.myanimelist.net/images/manga/3/210716.jpg,https://cdn.myanimelist.net/images/manga/3/210716l.jpg
124094,Toilet-Bound Hanako-kun 0,Manga,1,14485,8.09,Aida,https://cdn.myanimelist.net/images/manga/2/226278.webp,https://cdn.myanimelist.net/images/manga/2/226278l.webp
150413,Villains Are Destined to Die,Novel,4,1404,8.09,Gwon,https://cdn.myanimelist.net/images/manga/2/285014.jpg,https://cdn.myanimelist.net/images/manga/2/285014l.jpg
160302,There Is No Love Wishing Upon a Star.,Manga,5,4605,8.09,Shinoa,https://cdn.myanimelist.net/images/manga/2/284481.jpg,https://cdn.myanimelist.net/images/manga/2/284481l.jpg
165489,Bride of Ignat,Manga,NULL,2936,8.09,Mori,https://cdn.myanimelist.net/images/manga/2/319185.webp,https://cdn.myanimelist.net/images/manga/2/319185l.webp
117332,The Girl I Like Forgot Her Glasses,Manga,12,50382,8.08,Fujichika,https://cdn.myanimelist.net/images/manga/3/219461.jpg,https://cdn.myanimelist.net/images/manga/3/219461l.jpg
119931,One Room Angel,Manga,1,8840,8.08,Harada,https://cdn.myanimelist.net/images/manga/2/226252.webp,https://cdn.myanimelist.net/images/manga/2/226252l.webp
131334,Sakamoto Days,Manga,NULL,157122,8.08,Suzuki,https://cdn.myanimelist.net/images/manga/1/242919.webp,https://cdn.myanimelist.net/images/manga/1/242919l.webp
133757,Unnamed Memory,Light Novel,6,4656,8.08,Furumiya,https://cdn.myanimelist.net/images/manga/3/245253.jpg,https://cdn.myanimelist.net/images/manga/3/245253l.jpg
139104,"Love, That's an Understatement",Manga,NULL,16599,8.08,Fuji,https://cdn.myanimelist.net/images/manga/1/253097.webp,https://cdn.myanimelist.net/images/manga/1/253097l.webp
146207,The Color of the End: Mission in the Apocalypse,Manga,NULL,20091,8.08,Iwamune,https://cdn.myanimelist.net/images/manga/2/280024.jpg,https://cdn.myanimelist.net/images/manga/2/280024l.jpg
149266,Secret Lady,Manhwa,NULL,9560,8.08,Banana,https://cdn.myanimelist.net/images/manga/1/264819.jpg,https://cdn.myanimelist.net/images/manga/1/264819l.jpg
149804,I Made Friends with the Second Prettiest Girl in My Class,Manga,NULL,22681,8.08,Takata,https://cdn.myanimelist.net/images/manga/3/277676.webp,https://cdn.myanimelist.net/images/manga/3/277676l.webp
154405,"Like Mother, Like Daughter",Manhwa,NULL,2915,8.08,Yidahm,https://cdn.myanimelist.net/images/manga/3/302966.webp,https://cdn.myanimelist.net/images/manga/3/302966l.webp
173072,Seasons of Lovesome,Manhwa,NULL,3227,8.08,Hongduck,https://cdn.myanimelist.net/images/manga/3/312006.jpg,https://cdn.myanimelist.net/images/manga/3/312006l.jpg
11,Naruto,Manga,72,444945,8.08,Kishimoto,https://cdn.myanimelist.net/images/manga/3/249658.jpg,https://cdn.myanimelist.net/images/manga/3/249658l.jpg
564,Gantz,Manga,37,259951,8.08,Oku,https://cdn.myanimelist.net/images/manga/1/278020.jpg,https://cdn.myanimelist.net/images/manga/1/278020l.jpg
591,High School Debut,Manga,15,69309,8.08,Kawahara,https://cdn.myanimelist.net/images/manga/3/265953.webp,https://cdn.myanimelist.net/images/manga/3/265953l.webp
633,Beauty Pop,Manga,10,29764,8.08,Arai,https://cdn.myanimelist.net/images/manga/2/257891.webp,https://cdn.myanimelist.net/images/manga/2/257891l.webp
649,Gunslinger Girl,Manga,15,28921,8.08,Aida,https://cdn.myanimelist.net/images/manga/3/160923.jpg,https://cdn.myanimelist.net/images/manga/3/160923l.jpg
655,Please Save My Earth,Manga,21,14323,8.08,Hiwatari,https://cdn.myanimelist.net/images/manga/2/264117.jpg,https://cdn.myanimelist.net/images/manga/2/264117l.jpg
3868,Shigurui,Manga,15,34007,8.08,Yamaguchi,https://cdn.myanimelist.net/images/manga/1/110081.jpg,https://cdn.myanimelist.net/images/manga/1/110081l.jpg
19980,Koi dano Ai dano,Manga,11,13004,8.08,Tsujita,https://cdn.myanimelist.net/images/manga/2/164400.jpg,https://cdn.myanimelist.net/images/manga/2/164400l.jpg
24380,Kokoro Connect,Light Novel,11,12778,8.08,Horiguchi,https://cdn.myanimelist.net/images/manga/2/197785.jpg,https://cdn.myanimelist.net/images/manga/2/197785l.jpg
41629,Hyouka,Manga,NULL,21826,8.08,Yonezawa,https://cdn.myanimelist.net/images/manga/2/162612.webp,https://cdn.myanimelist.net/images/manga/2/162612l.webp
44501,Hi Score Girl,Manga,10,20702,8.08,Oshikiri,https://cdn.myanimelist.net/images/manga/2/212640.jpg,https://cdn.myanimelist.net/images/manga/2/212640l.jpg
70259,Mushoku Tensei: Jobless Reincarnation,Manga,NULL,122440,8.08,Fujikawa,https://cdn.myanimelist.net/images/manga/2/181049.jpg,https://cdn.myanimelist.net/images/manga/2/181049l.jpg
89467,Hitoribocchi no ○○ Seikatsu,Manga,8,26363,8.08,Katsuwo,https://cdn.myanimelist.net/images/manga/3/173131.jpg,https://cdn.myanimelist.net/images/manga/3/173131l.jpg
89768,Konosuba: An Explosion on This Wonderful World!,Light Novel,5,8764,8.08,Mishima,https://cdn.myanimelist.net/images/manga/2/156944.jpg,https://cdn.myanimelist.net/images/manga/2/156944l.jpg
1092,Gokusen,Manga,15,20506,8.07,Morimoto,https://cdn.myanimelist.net/images/manga/2/171655.jpg,https://cdn.myanimelist.net/images/manga/2/171655l.jpg
1216,Neighborhood Story,Manga,7,16318,8.07,Yazawa,https://cdn.myanimelist.net/images/manga/2/276294.jpg,https://cdn.myanimelist.net/images/manga/2/276294l.jpg
1605,Altair: A Record of Battles,Manga,27,16472,8.07,Katou,https://cdn.myanimelist.net/images/manga/1/172104.webp,https://cdn.myanimelist.net/images/manga/1/172104l.webp
17517,Steins;Gate,Manga,3,29796,8.07,Nitroplus,https://cdn.myanimelist.net/images/manga/1/121341.webp,https://cdn.myanimelist.net/images/manga/1/121341l.webp
88110,Fate/stay night: Heaven's Feel,Manga,NULL,9630,8.07,Type-Moon,https://cdn.myanimelist.net/images/manga/1/159383.jpg,https://cdn.myanimelist.net/images/manga/1/159383l.jpg
95211,Orange,Light Novel,3,10458,8.07,Takano,https://cdn.myanimelist.net/images/manga/3/179402.jpg,https://cdn.myanimelist.net/images/manga/3/179402l.jpg
126146,[Oshi no Ko],Manga,16,219345,8.07,Akasaka,https://cdn.myanimelist.net/images/manga/3/233991.jpg,https://cdn.myanimelist.net/images/manga/3/233991l.jpg
153322,The Broken Ring: This Marriage Will Fail Anyway,Manhwa,NULL,11668,8.07,Kim,https://cdn.myanimelist.net/images/manga/2/289064.jpg,https://cdn.myanimelist.net/images/manga/2/289064l.jpg
160131,Pink Heart Jam beat,Manga,NULL,2850,8.07,Shikke,https://cdn.myanimelist.net/images/manga/2/299807.webp,https://cdn.myanimelist.net/images/manga/2/299807l.webp
130661,"Josee, the Tiger and the Fish",Manga,2,9394,8.06,Emoto,https://cdn.myanimelist.net/images/manga/3/236094.jpg,https://cdn.myanimelist.net/images/manga/3/236094l.jpg
142819,I Became Friends with the Second Cutest Girl in the Class.,Light Novel,NULL,4160,8.06,Hyuuga,https://cdn.myanimelist.net/images/manga/1/253859.jpg,https://cdn.myanimelist.net/images/manga/1/253859l.jpg
172750,Absolute Regression,Manhwa,NULL,13267,8.06,Park,https://cdn.myanimelist.net/images/manga/2/308267.jpg,https://cdn.myanimelist.net/images/manga/2/308267l.jpg
180263,Ctrl+Alt+Resign,Manhwa,NULL,6536,8.06,Woo,https://cdn.myanimelist.net/images/manga/3/321592.jpg,https://cdn.myanimelist.net/images/manga/3/321592l.jpg
184866,Your Eternal Lies,Manhwa,NULL,2685,8.06,Kkomak,https://cdn.myanimelist.net/images/manga/1/331094.jpg,https://cdn.myanimelist.net/images/manga/1/331094l.jpg
868,Karakuri Circus,Manga,43,10790,8.06,Fujita,https://cdn.myanimelist.net/images/manga/2/170932.webp,https://cdn.myanimelist.net/images/manga/2/170932l.webp
1659,The Five Star Stories,Manga,NULL,7355,8.06,Nagano,https://cdn.myanimelist.net/images/manga/3/159793.jpg,https://cdn.myanimelist.net/images/manga/3/159793l.jpg
1741,Worst,Manga,33,16328,8.06,Takahashi,https://cdn.myanimelist.net/images/manga/3/167039.webp,https://cdn.myanimelist.net/images/manga/3/167039l.webp
3102,Girl Friends,Manga,5,51527,8.06,Morinaga,https://cdn.myanimelist.net/images/manga/3/262292.jpg,https://cdn.myanimelist.net/images/manga/3/262292l.jpg
12917,Shaman King Kanzenban,Manga,NULL,17209,8.06,Takei,https://cdn.myanimelist.net/images/manga/1/143909.webp,https://cdn.myanimelist.net/images/manga/1/143909l.webp
24903,Gangsta.,Manga,NULL,75297,8.06,Kohske,https://cdn.myanimelist.net/images/manga/2/271919.jpg,https://cdn.myanimelist.net/images/manga/2/271919l.jpg
27967,Pandora Hearts: Caucus Race,Light Novel,3,5566,8.06,Mochizuki,https://cdn.myanimelist.net/images/manga/2/169649.jpg,https://cdn.myanimelist.net/images/manga/2/169649l.jpg
38105,Kase-san and...,Manga,5,38245,8.06,Takashima,https://cdn.myanimelist.net/images/manga/1/215181.webp,https://cdn.myanimelist.net/images/manga/1/215181l.webp
42579,Kubera,Manhwa,NULL,16193,8.06,Currygom,https://cdn.myanimelist.net/images/manga/3/74413.webp,https://cdn.myanimelist.net/images/manga/3/74413l.webp
42867,Kagerou Daze,Light Novel,8,13941,8.06,Jin,https://cdn.myanimelist.net/images/manga/1/205381.jpg,https://cdn.myanimelist.net/images/manga/1/205381l.jpg
49567,How to Raise a Boring Girlfriend,Light Novel,13,11075,8.06,Misaki,https://cdn.myanimelist.net/images/manga/3/145019.jpg,https://cdn.myanimelist.net/images/manga/3/145019l.jpg
50027,About Death,Manhwa,2,16180,8.06,Sini,https://cdn.myanimelist.net/images/manga/2/293428.webp,https://cdn.myanimelist.net/images/manga/2/293428l.webp
80385,KonoSuba: God's Blessing on This Wonderful World!,Manga,NULL,28553,8.06,Watari,https://cdn.myanimelist.net/images/manga/1/154542.jpg,https://cdn.myanimelist.net/images/manga/1/154542l.jpg
80719,"Re:ZERO -Starting Life in Another World-, Chapter 2: A Week at the Mansion",Manga,5,16258,8.06,Fuugetsu,https://cdn.myanimelist.net/images/manga/3/188947.webp,https://cdn.myanimelist.net/images/manga/3/188947l.webp
95964,Kekkai Sensen: Back 2 Back,Manga,10,5817,8.06,Nightow,https://cdn.myanimelist.net/images/manga/3/171019.jpg,https://cdn.myanimelist.net/images/manga/3/171019l.jpg
98374,Cardcaptor Sakura: Clear Card,Manga,16,19051,8.06,CLAMP,https://cdn.myanimelist.net/images/manga/3/193021.jpg,https://cdn.myanimelist.net/images/manga/3/193021l.jpg
99821,Wolf & Parchment: New Theory Spice & Wolf,Light Novel,NULL,6558,8.06,Hasekura,https://cdn.myanimelist.net/images/manga/3/186227.webp,https://cdn.myanimelist.net/images/manga/3/186227l.webp
442,Tekkonkinkreet: Black & White,Manga,3,18190,8.05,Matsumoto,https://cdn.myanimelist.net/images/manga/2/151420.jpg,https://cdn.myanimelist.net/images/manga/2/151420l.jpg
573,Wild Adapter,Manga,7,9434,8.05,Minekura,https://cdn.myanimelist.net/images/manga/2/157891.jpg,https://cdn.myanimelist.net/images/manga/2/157891l.jpg
648,Dogs: Bullets & Carnage,Manga,10,38709,8.05,Miwa,https://cdn.myanimelist.net/images/manga/2/232296.jpg,https://cdn.myanimelist.net/images/manga/2/232296l.jpg
1211,Me and the Devil Blues: The Unreal Life of Robert Johnson,Manga,NULL,26071,8.05,Hiramoto,https://cdn.myanimelist.net/images/manga/5/101327.webp,https://cdn.myanimelist.net/images/manga/5/101327l.webp
1260,Higurashi WHEN THEY CRY: Curse Killing Arc,Manga,2,16419,8.05,Suzuki,https://cdn.myanimelist.net/images/manga/3/259984.jpg,https://cdn.myanimelist.net/images/manga/3/259984l.jpg
1474,Devilman,Manga,5,62715,8.05,Nagai,https://cdn.myanimelist.net/images/manga/2/1431.webp,https://cdn.myanimelist.net/images/manga/2/1431l.webp
3282,Hotarubi no Mori e,Manga,1,22187,8.05,Midorikawa,https://cdn.myanimelist.net/images/manga/2/260149.jpg,https://cdn.myanimelist.net/images/manga/2/260149l.jpg
9114,D.Gray-man: Reverse,Light Novel,3,6919,8.05,Hoshino,https://cdn.myanimelist.net/images/manga/3/12458.webp,https://cdn.myanimelist.net/images/manga/3/12458l.webp
17152,One Piece: Strong World,One Shot,NULL,17423,8.05,Oda,https://cdn.myanimelist.net/images/manga/1/25743.jpg,https://cdn.myanimelist.net/images/manga/1/25743l.jpg
18251,The Legend of the Sun Knight,Light Novel,8,3459,8.05,Yu,https://cdn.myanimelist.net/images/manga/3/34580.jpg,https://cdn.myanimelist.net/images/manga/3/34580l.jpg
18570,Ultra Heaven,Manga,3,23508,8.05,Koike,https://cdn.myanimelist.net/images/manga/3/161311.jpg,https://cdn.myanimelist.net/images/manga/3/161311l.jpg
22986,Ran and the Gray World,Manga,7,32879,8.05,Irie,https://cdn.myanimelist.net/images/manga/3/152107.webp,https://cdn.myanimelist.net/images/manga/3/152107l.webp
25245,Zoku Hoshi Mamoru Inu,Manga,1,7784,8.05,Murakami,https://cdn.myanimelist.net/images/manga/3/207063.webp,https://cdn.myanimelist.net/images/manga/3/207063l.webp
42569,Medaka Box Gaiden: Good Loser Kumagawa,Light Novel,2,4547,8.05,NISIO,https://cdn.myanimelist.net/images/manga/1/207004.jpg,https://cdn.myanimelist.net/images/manga/1/207004l.jpg
55163,School-Live!,Manga,12,59465,8.05,Kaihou,https://cdn.myanimelist.net/images/manga/1/188787.webp,https://cdn.myanimelist.net/images/manga/1/188787l.webp
59893,Tanaka-kun Is Always Listless,Manga,13,31216,8.05,Uda,https://cdn.myanimelist.net/images/manga/2/125893.webp,https://cdn.myanimelist.net/images/manga/2/125893l.webp
104271,Blood on the Tracks,Manga,17,136236,8.05,Oshimi,https://cdn.myanimelist.net/images/manga/1/200350.jpg,https://cdn.myanimelist.net/images/manga/1/200350l.jpg
110929,Kusuriya no Hitorigoto: Maomao no Koukyuu Nazotoki Techou,Manga,NULL,4362,8.05,Hyuuga,https://cdn.myanimelist.net/images/manga/2/207249.jpg,https://cdn.myanimelist.net/images/manga/2/207249l.jpg
121209,After-School Hanako-kun,Manga,NULL,9503,8.05,Aida,https://cdn.myanimelist.net/images/manga/3/222371.jpg,https://cdn.myanimelist.net/images/manga/3/222371l.jpg
135094,King's Maker: Triple Crown,Manhwa,10,4645,8.05,Haga,https://cdn.myanimelist.net/images/manga/1/242716.webp,https://cdn.myanimelist.net/images/manga/1/242716l.webp
148238,The Male Lead's Little Lion Daughter,Manhwa,NULL,14891,8.05,Latine,https://cdn.myanimelist.net/images/manga/3/263090.jpg,https://cdn.myanimelist.net/images/manga/3/263090l.jpg
173328,Ascendance of a Bookworm: Hannelore's Fifth Year at the Royal Academy,Light Novel,NULL,581,8.05,Shiina,https://cdn.myanimelist.net/images/manga/1/309807.jpg,https://cdn.myanimelist.net/images/manga/1/309807l.jpg
115710,Jujutsu Kaisen 0,Manga,1,125763,8.04,Akutami,https://cdn.myanimelist.net/images/manga/2/219336.webp,https://cdn.myanimelist.net/images/manga/2/219336l.webp
128594,One Piece: Ace's Story,Manga,2,15200,8.04,Oda,https://cdn.myanimelist.net/images/manga/2/266074.jpg,https://cdn.myanimelist.net/images/manga/2/266074l.jpg
135264,Fool Night,Manga,NULL,17154,8.04,Yasuda,https://cdn.myanimelist.net/images/manga/2/242975.jpg,https://cdn.myanimelist.net/images/manga/2/242975l.jpg
154454,Mother's Contract Marriage,Manhwa,NULL,7755,8.04,Choo,https://cdn.myanimelist.net/images/manga/3/273920.jpg,https://cdn.myanimelist.net/images/manga/3/273920l.jpg
158296,Surviving the Game as a Barbarian,Manhwa,NULL,19731,8.04,Jeong,https://cdn.myanimelist.net/images/manga/2/281007.webp,https://cdn.myanimelist.net/images/manga/2/281007l.webp
162479,Kagurabachi,Manga,NULL,106576,8.04,Hokazono,https://cdn.myanimelist.net/images/manga/3/296327.jpg,https://cdn.myanimelist.net/images/manga/3/296327l.jpg
976,The Record of a Fallen Vampire,Manga,9,14001,8.04,Shirodaira,https://cdn.myanimelist.net/images/manga/2/145329.webp,https://cdn.myanimelist.net/images/manga/2/145329l.webp
1184,Rough,Manga,12,8374,8.04,Adachi,https://cdn.myanimelist.net/images/manga/2/257909.webp,https://cdn.myanimelist.net/images/manga/2/257909l.webp
1313,Gosick,Light Novel,9,8342,8.04,Sakuraba,https://cdn.myanimelist.net/images/manga/2/108085.jpg,https://cdn.myanimelist.net/images/manga/2/108085l.jpg
5775,Yamamoto Zenjirou to Moushimasu,Manga,5,7324,8.04,Maki,https://cdn.myanimelist.net/images/manga/2/66297.jpg,https://cdn.myanimelist.net/images/manga/2/66297l.jpg
8742,Ashita no Ousama,Manga,10,4863,8.04,Yachi,https://cdn.myanimelist.net/images/manga/2/173875.jpg,https://cdn.myanimelist.net/images/manga/2/173875l.jpg
10330,Drowning Love,Manga,17,9591,8.04,George,https://cdn.myanimelist.net/images/manga/1/196138.webp,https://cdn.myanimelist.net/images/manga/1/196138l.webp
13271,House of Five Leaves,Manga,8,11553,8.04,Ono,https://cdn.myanimelist.net/images/manga/3/263286.webp,https://cdn.myanimelist.net/images/manga/3/263286l.webp
13897,Giant Killing,Manga,NULL,14889,8.04,Tsunamoto,https://cdn.myanimelist.net/images/manga/3/147425.jpg,https://cdn.myanimelist.net/images/manga/3/147425l.jpg
14633,Voice Over!: Seiyu Academy,Manga,12,16227,8.04,Minami,https://cdn.myanimelist.net/images/manga/2/269037.webp,https://cdn.myanimelist.net/images/manga/2/269037l.webp
46024,Log Horizon,Light Novel,NULL,15564,8.04,Touno,https://cdn.myanimelist.net/images/manga/2/105755.jpg,https://cdn.myanimelist.net/images/manga/2/105755l.jpg
57035,Seraph of the End: Guren Ichinose - Catastrophe at Sixteen,Light Novel,7,9412,8.04,Yamamoto,https://cdn.myanimelist.net/images/manga/2/205755.jpg,https://cdn.myanimelist.net/images/manga/2/205755l.jpg
68883,Colette Decides to Die,Manga,20,14699,8.04,Yukimura,https://cdn.myanimelist.net/images/manga/3/269712.jpg,https://cdn.myanimelist.net/images/manga/3/269712l.jpg
77463,Higurashi no Naku Koro ni - Dai 2-wa: Watanagashi-hen,Light Novel,2,2063,8.04,Ryukishi07,https://cdn.myanimelist.net/images/manga/1/134167.jpg,https://cdn.myanimelist.net/images/manga/1/134167l.jpg
83923,Fate/strange Fake,Manga,NULL,10300,8.04,Narita,https://cdn.myanimelist.net/images/manga/2/145617.jpg,https://cdn.myanimelist.net/images/manga/2/145617l.jpg
84559,Nekota no Koto ga Kininatte Shikatanai.,Manga,10,12552,8.04,Oouta,https://cdn.myanimelist.net/images/manga/3/185397.jpg,https://cdn.myanimelist.net/images/manga/3/185397l.jpg
8,Full Moon wo Sagashite,Manga,7,40958,8.03,Tanemura,https://cdn.myanimelist.net/images/manga/3/175970.jpg,https://cdn.myanimelist.net/images/manga/3/175970l.jpg
